ISO_3_Code,Country_Name,Who_Region,Year,Description,Intro
IND,India,SEARO,2022,HPV - Human Papillomavirus Vaccine,Yes
IND,India,SEARO,2023,HPV - Human Papillomavirus Vaccine,Yes
IND,India,SEARO,2024,HPV - Human Papillomavirus Vaccine,Yes
IND,India,SEARO,2010,Pneumococcal Conjugate Vaccine (PCV),No
IND,India,SEARO,2011,Pneumococcal Conjugate Vaccine (PCV),No
IND,India,SEARO,2012,Pneumococcal Conjugate Vaccine (PCV),No
IND,India,SEARO,2013,Pneumococcal Conjugate Vaccine (PCV),No
IND,India,SEARO,2014,Pneumococcal Conjugate Vaccine (PCV),No
IND,India,SEARO,2015,Pneumococcal Conjugate Vaccine (PCV),Partial
IND,India,SEARO,2016,Pneumococcal Conjugate Vaccine (PCV),Yes
IND,India,SEARO,2017,Pneumococcal Conjugate Vaccine (PCV),Yes
IND,India,SEARO,2018,Pneumococcal Conjugate Vaccine (PCV),Yes
IND,India,SEARO,2019,Pneumococcal Conjugate Vaccine (PCV),Yes
IND,India,SEARO,2020,Pneumococcal Conjugate Vaccine (PCV),Yes
IND,India,SEARO,2021,Pneumococcal Conjugate Vaccine (PCV),Yes
IND,India,SEARO,2022,Pneumococcal Conjugate Vaccine (PCV),Yes
IND,India,SEARO,2023,Pneumococcal Conjugate Vaccine (PCV),Yes
IND,India,SEARO,2024,Pneumococcal Conjugate Vaccine (PCV),Yes
IND,India,SEARO,2010,COVID-19 Vaccine,No
IND,India,SEARO,2011,COVID-19 Vaccine,No
IND,India,SEARO,2012,COVID-19 Vaccine,No
IND,India,SEARO,2013,COVID-19 Vaccine,No
IND,India,SEARO,2014,COVID-19 Vaccine,No
IND,India,SEARO,2015,COVID-19 Vaccine,No
IND,India,SEARO,2016,COVID-19 Vaccine,No
IND,India,SEARO,2017,COVID-19 Vaccine,No
IND,India,SEARO,2018,COVID-19 Vaccine,No
IND,India,SEARO,2019,COVID-19 Vaccine,No
IND,India,SEARO,2020,COVID-19 Vaccine,No
IND,India,SEARO,2021,COVID-19 Vaccine,No
IND,India,SEARO,2022,COVID-19 Vaccine,No
IND,India,SEARO,2023,COVID-19 Vaccine,No
IND,India,SEARO,2024,COVID-19 Vaccine,No
IND,India,SEARO,2010,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2011,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2012,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2013,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2014,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2015,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2016,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2017,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2018,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2019,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2020,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2021,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2022,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2023,"Malaria Vaccine (RTS,S)",No
IND,India,SEARO,2024,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2010,Rotavirus vaccine,No
USA,United States,AMRO,2011,Rotavirus vaccine,No
USA,United States,AMRO,2012,Rotavirus vaccine,Partial
USA,United States,AMRO,2013,Rotavirus vaccine,Yes
USA,United States,AMRO,2014,Rotavirus vaccine,Yes
USA,United States,AMRO,2015,Rotavirus vaccine,Yes
USA,United States,AMRO,2016,Rotavirus vaccine,Yes
USA,United States,AMRO,2017,Rotavirus vaccine,Yes
USA,United States,AMRO,2018,Rotavirus vaccine,Yes
USA,United States,AMRO,2019,Rotavirus vaccine,Yes
USA,United States,AMRO,2020,Rotavirus vaccine,Yes
USA,United States,AMRO,2021,Rotavirus vaccine,Yes
USA,United States,AMRO,2022,Rotavirus vaccine,Yes
USA,United States,AMRO,2023,Rotavirus vaccine,Yes
USA,United States,AMRO,2024,Rotavirus vaccine,Yes
USA,United States,AMRO,2010,IPV - Inactivated Polio Vaccine,No
USA,United States,AMRO,2011,IPV - Inactivated Polio Vaccine,No
USA,United States,AMRO,2012,IPV - Inactivated Polio Vaccine,No
USA,United States,AMRO,2013,IPV - Inactivated Polio Vaccine,No
USA,United States,AMRO,2014,IPV - Inactivated Polio Vaccine,No
USA,United States,AMRO,2015,IPV - Inactivated Polio Vaccine,Partial
USA,United States,AMRO,2016,IPV - Inactivated Polio Vaccine,Yes
USA,United States,AMRO,2017,IPV - Inactivated Polio Vaccine,Yes
USA,United States,AMRO,2018,IPV - Inactivated Polio Vaccine,Yes
USA,United States,AMRO,2019,IPV - Inactivated Polio Vaccine,Yes
USA,United States,AMRO,2020,IPV - Inactivated Polio Vaccine,Yes
USA,United States,AMRO,2021,IPV - Inactivated Polio Vaccine,Yes
USA,United States,AMRO,2022,IPV - Inactivated Polio Vaccine,Yes
USA,United States,AMRO,2023,IPV - Inactivated Polio Vaccine,Yes
USA,United States,AMRO,2024,IPV - Inactivated Polio Vaccine,Yes
USA,United States,AMRO,2010,HPV - Human Papillomavirus Vaccine,No
USA,United States,AMRO,2011,HPV - Human Papillomavirus Vaccine,No
USA,United States,AMRO,2012,HPV - Human Papillomavirus Vaccine,No
USA,United States,AMRO,2013,HPV - Human Papillomavirus Vaccine,No
USA,United States,AMRO,2014,HPV - Human Papillomavirus Vaccine,Partial
USA,United States,AMRO,2015,HPV - Human Papillomavirus Vaccine,Yes
USA,United States,AMRO,2016,HPV - Human Papillomavirus Vaccine,Yes
USA,United States,AMRO,2017,HPV - Human Papillomavirus Vaccine,Yes
USA,United States,AMRO,2018,HPV - Human Papillomavirus Vaccine,Yes
USA,United States,AMRO,2019,HPV - Human Papillomavirus Vaccine,Yes
USA,United States,AMRO,2020,HPV - Human Papillomavirus Vaccine,Yes
USA,United States,AMRO,2021,HPV - Human Papillomavirus Vaccine,Yes
USA,United States,AMRO,2022,HPV - Human Papillomavirus Vaccine,Yes
USA,United States,AMRO,2023,HPV - Human Papillomavirus Vaccine,Yes
USA,United States,AMRO,2024,HPV - Human Papillomavirus Vaccine,Yes
USA,United States,AMRO,2010,Pneumococcal Conjugate Vaccine (PCV),No
USA,United States,AMRO,2011,Pneumococcal Conjugate Vaccine (PCV),Partial
USA,United States,AMRO,2012,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2013,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2014,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2015,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2016,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2017,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2018,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2019,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2020,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2021,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2022,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2023,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2024,Pneumococcal Conjugate Vaccine (PCV),Yes
USA,United States,AMRO,2010,COVID-19 Vaccine,No
USA,United States,AMRO,2011,COVID-19 Vaccine,No
USA,United States,AMRO,2012,COVID-19 Vaccine,No
USA,United States,AMRO,2013,COVID-19 Vaccine,No
USA,United States,AMRO,2014,COVID-19 Vaccine,No
USA,United States,AMRO,2015,COVID-19 Vaccine,No
USA,United States,AMRO,2016,COVID-19 Vaccine,No
USA,United States,AMRO,2017,COVID-19 Vaccine,No
USA,United States,AMRO,2018,COVID-19 Vaccine,No
USA,United States,AMRO,2019,COVID-19 Vaccine,No
USA,United States,AMRO,2020,COVID-19 Vaccine,No
USA,United States,AMRO,2021,COVID-19 Vaccine,Partial
USA,United States,AMRO,2022,COVID-19 Vaccine,Yes
USA,United States,AMRO,2023,COVID-19 Vaccine,Yes
USA,United States,AMRO,2024,COVID-19 Vaccine,Yes
USA,United States,AMRO,2010,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2011,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2012,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2013,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2014,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2015,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2016,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2017,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2018,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2019,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2020,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2021,"Malaria Vaccine (RTS,S)",No
USA,United States,AMRO,2022,"Malaria Vaccine (RTS,S)",Partial
USA,United States,AMRO,2023,"Malaria Vaccine (RTS,S)",Yes
USA,United States,AMRO,2024,"Malaria Vaccine (RTS,S)",Yes
BRA,Brazil,AMRO,2010,Rotavirus vaccine,No
BRA,Brazil,AMRO,2011,Rotavirus vaccine,No
BRA,Brazil,AMRO,2012,Rotavirus vaccine,No
BRA,Brazil,AMRO,2013,Rotavirus vaccine,No
BRA,Brazil,AMRO,2014,Rotavirus vaccine,Partial
BRA,Brazil,AMRO,2015,Rotavirus vaccine,Yes
BRA,Brazil,AMRO,2016,Rotavirus vaccine,Yes
BRA,Brazil,AMRO,2017,Rotavirus vaccine,Yes
BRA,Brazil,AMRO,2018,Rotavirus vaccine,Yes
BRA,Brazil,AMRO,2019,Rotavirus vaccine,Yes
BRA,Brazil,AMRO,2020,Rotavirus vaccine,Yes
BRA,Brazil,AMRO,2021,Rotavirus vaccine,Yes
BRA,Brazil,AMRO,2022,Rotavirus vaccine,Yes
BRA,Brazil,AMRO,2023,Rotavirus vaccine,Yes
BRA,Brazil,AMRO,2024,Rotavirus vaccine,Yes
BRA,Brazil,AMRO,2010,IPV - Inactivated Polio Vaccine,No
BRA,Brazil,AMRO,2011,IPV - Inactivated Polio Vaccine,No
BRA,Brazil,AMRO,2012,IPV - Inactivated Polio Vaccine,No
BRA,Brazil,AMRO,2013,IPV - Inactivated Polio Vaccine,No
BRA,Brazil,AMRO,2014,IPV - Inactivated Polio Vaccine,No
BRA,Brazil,AMRO,2015,IPV - Inactivated Polio Vaccine,No
BRA,Brazil,AMRO,2016,IPV - Inactivated Polio Vaccine,No
BRA,Brazil,AMRO,2017,IPV - Inactivated Polio Vaccine,Partial
BRA,Brazil,AMRO,2018,IPV - Inactivated Polio Vaccine,Yes
BRA,Brazil,AMRO,2019,IPV - Inactivated Polio Vaccine,Yes
BRA,Brazil,AMRO,2020,IPV - Inactivated Polio Vaccine,Yes
BRA,Brazil,AMRO,2021,IPV - Inactivated Polio Vaccine,Yes
BRA,Brazil,AMRO,2022,IPV - Inactivated Polio Vaccine,Yes
BRA,Brazil,AMRO,2023,IPV - Inactivated Polio Vaccine,Yes
BRA,Brazil,AMRO,2024,IPV - Inactivated Polio Vaccine,Yes
BRA,Brazil,AMRO,2010,HPV - Human Papillomavirus Vaccine,No
BRA,Brazil,AMRO,2011,HPV - Human Papillomavirus Vaccine,No
BRA,Brazil,AMRO,2012,HPV - Human Papillomavirus Vaccine,No
BRA,Brazil,AMRO,2013,HPV - Human Papillomavirus Vaccine,No
BRA,Brazil,AMRO,2014,HPV - Human Papillomavirus Vaccine,No
BRA,Brazil,AMRO,2015,HPV - Human Papillomavirus Vaccine,No
BRA,Brazil,AMRO,2016,HPV - Human Papillomavirus Vaccine,Partial
BRA,Brazil,AMRO,2017,HPV - Human Papillomavirus Vaccine,Yes
BRA,Brazil,AMRO,2018,HPV - Human Papillomavirus Vaccine,Yes
BRA,Brazil,AMRO,2019,HPV - Human Papillomavirus Vaccine,Yes
BRA,Brazil,AMRO,2020,HPV - Human Papillomavirus Vaccine,Yes
BRA,Brazil,AMRO,2021,HPV - Human Papillomavirus Vaccine,Yes
BRA,Brazil,AMRO,2022,HPV - Human Papillomavirus Vaccine,Yes
BRA,Brazil,AMRO,2023,HPV - Human Papillomavirus Vaccine,Yes
BRA,Brazil,AMRO,2024,HPV - Human Papillomavirus Vaccine,Yes
BRA,Brazil,AMRO,2010,Pneumococcal Conjugate Vaccine (PCV),No
BRA,Brazil,AMRO,2011,Pneumococcal Conjugate Vaccine (PCV),No
BRA,Brazil,AMRO,2012,Pneumococcal Conjugate Vaccine (PCV),No
BRA,Brazil,AMRO,2013,Pneumococcal Conjugate Vaccine (PCV),Partial
BRA,Brazil,AMRO,2014,Pneumococcal Conjugate Vaccine (PCV),Yes
BRA,Brazil,AMRO,2015,Pneumococcal Conjugate Vaccine (PCV),Yes
BRA,Brazil,AMRO,2016,Pneumococcal Conjugate Vaccine (PCV),Yes
BRA,Brazil,AMRO,2017,Pneumococcal Conjugate Vaccine (PCV),Yes
BRA,Brazil,AMRO,2018,Pneumococcal Conjugate Vaccine (PCV),Yes
BRA,Brazil,AMRO,2019,Pneumococcal Conjugate Vaccine (PCV),Yes
BRA,Brazil,AMRO,2020,Pneumococcal Conjugate Vaccine (PCV),Yes
BRA,Brazil,AMRO,2021,Pneumococcal Conjugate Vaccine (PCV),Yes
BRA,Brazil,AMRO,2022,Pneumococcal Conjugate Vaccine (PCV),Yes
BRA,Brazil,AMRO,2023,Pneumococcal Conjugate Vaccine (PCV),Yes
BRA,Brazil,AMRO,2024,Pneumococcal Conjugate Vaccine (PCV),Yes
BRA,Brazil,AMRO,2010,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2011,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2012,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2013,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2014,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2015,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2016,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2017,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2018,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2019,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2020,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2021,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2022,COVID-19 Vaccine,No
BRA,Brazil,AMRO,2023,COVID-19 Vaccine,Partial
BRA,Brazil,AMRO,2024,COVID-19 Vaccine,Yes
BRA,Brazil,AMRO,2010,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2011,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2012,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2013,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2014,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2015,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2016,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2017,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2018,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2019,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2020,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2021,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2022,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2023,"Malaria Vaccine (RTS,S)",No
BRA,Brazil,AMRO,2024,"Malaria Vaccine (RTS,S)",Partial
NGA,Nigeria,AFRO,2010,Rotavirus vaccine,No
NGA,Nigeria,AFRO,2011,Rotavirus vaccine,No
NGA,Nigeria,AFRO,2012,Rotavirus vaccine,No
NGA,Nigeria,AFRO,2013,Rotavirus vaccine,No
NGA,Nigeria,AFRO,2014,Rotavirus vaccine,No
NGA,Nigeria,AFRO,2015,Rotavirus vaccine,No
NGA,Nigeria,AFRO,2016,Rotavirus vaccine,Partial
NGA,Nigeria,AFRO,2017,Rotavirus vaccine,Yes
NGA,Nigeria,AFRO,2018,Rotavirus vaccine,Yes
NGA,Nigeria,AFRO,2019,Rotavirus vaccine,Yes
NGA,Nigeria,AFRO,2020,Rotavirus vaccine,Yes
NGA,Nigeria,AFRO,2021,Rotavirus vaccine,Yes
NGA,Nigeria,AFRO,2022,Rotavirus vaccine,Yes
NGA,Nigeria,AFRO,2023,Rotavirus vaccine,Yes
NGA,Nigeria,AFRO,2024,Rotavirus vaccine,Yes
NGA,Nigeria,AFRO,2010,IPV - Inactivated Polio Vaccine,No
NGA,Nigeria,AFRO,2011,IPV - Inactivated Polio Vaccine,No
NGA,Nigeria,AFRO,2012,IPV - Inactivated Polio Vaccine,No
NGA,Nigeria,AFRO,2013,IPV - Inactivated Polio Vaccine,No
NGA,Nigeria,AFRO,2014,IPV - Inactivated Polio Vaccine,No
NGA,Nigeria,AFRO,2015,IPV - Inactivated Polio Vaccine,No
NGA,Nigeria,AFRO,2016,IPV - Inactivated Polio Vaccine,No
NGA,Nigeria,AFRO,2017,IPV - Inactivated Polio Vaccine,No
NGA,Nigeria,AFRO,2018,IPV - Inactivated Polio Vaccine,No
NGA,Nigeria,AFRO,2019,IPV - Inactivated Polio Vaccine,Partial
NGA,Nigeria,AFRO,2020,IPV - Inactivated Polio Vaccine,Yes
NGA,Nigeria,AFRO,2021,IPV - Inactivated Polio Vaccine,Yes
NGA,Nigeria,AFRO,2022,IPV - Inactivated Polio Vaccine,Yes
NGA,Nigeria,AFRO,2023,IPV - Inactivated Polio Vaccine,Yes
NGA,Nigeria,AFRO,2024,IPV - Inactivated Polio Vaccine,Yes
NGA,Nigeria,AFRO,2010,HPV - Human Papillomavirus Vaccine,No
NGA,Nigeria,AFRO,2011,HPV - Human Papillomavirus Vaccine,No
NGA,Nigeria,AFRO,2012,HPV - Human Papillomavirus Vaccine,No
NGA,Nigeria,AFRO,2013,HPV - Human Papillomavirus Vaccine,No
NGA,Nigeria,AFRO,2014,HPV - Human Papillomavirus Vaccine,No
NGA,Nigeria,AFRO,2015,HPV - Human Papillomavirus Vaccine,No
NGA,Nigeria,AFRO,2016,HPV - Human Papillomavirus Vaccine,No
NGA,Nigeria,AFRO,2017,HPV - Human Papillomavirus Vaccine,No
NGA,Nigeria,AFRO,2018,HPV - Human Papillomavirus Vaccine,Partial
NGA,Nigeria,AFRO,2019,HPV - Human Papillomavirus Vaccine,Yes
NGA,Nigeria,AFRO,2020,HPV - Human Papillomavirus Vaccine,Yes
NGA,Nigeria,AFRO,2021,HPV - Human Papillomavirus Vaccine,Yes
NGA,Nigeria,AFRO,2022,HPV - Human Papillomavirus Vaccine,Yes
NGA,Nigeria,AFRO,2023,HPV - Human Papillomavirus Vaccine,Yes
NGA,Nigeria,AFRO,2024,HPV - Human Papillomavirus Vaccine,Yes
NGA,Nigeria,AFRO,2010,Pneumococcal Conjugate Vaccine (PCV),No
NGA,Nigeria,AFRO,2011,Pneumococcal Conjugate Vaccine (PCV),No
NGA,Nigeria,AFRO,2012,Pneumococcal Conjugate Vaccine (PCV),No
NGA,Nigeria,AFRO,2013,Pneumococcal Conjugate Vaccine (PCV),No
NGA,Nigeria,AFRO,2014,Pneumococcal Conjugate Vaccine (PCV),No
NGA,Nigeria,AFRO,2015,Pneumococcal Conjugate Vaccine (PCV),Partial
NGA,Nigeria,AFRO,2016,Pneumococcal Conjugate Vaccine (PCV),Yes
NGA,Nigeria,AFRO,2017,Pneumococcal Conjugate Vaccine (PCV),Yes
NGA,Nigeria,AFRO,2018,Pneumococcal Conjugate Vaccine (PCV),Yes
NGA,Nigeria,AFRO,2019,Pneumococcal Conjugate Vaccine (PCV),Yes
NGA,Nigeria,AFRO,2020,Pneumococcal Conjugate Vaccine (PCV),Yes
NGA,Nigeria,AFRO,2021,Pneumococcal Conjugate Vaccine (PCV),Yes
NGA,Nigeria,AFRO,2022,Pneumococcal Conjugate Vaccine (PCV),Yes
NGA,Nigeria,AFRO,2023,Pneumococcal Conjugate Vaccine (PCV),Yes
NGA,Nigeria,AFRO,2024,Pneumococcal Conjugate Vaccine (PCV),Yes
NGA,Nigeria,AFRO,2010,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2011,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2012,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2013,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2014,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2015,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2016,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2017,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2018,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2019,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2020,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2021,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2022,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2023,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2024,COVID-19 Vaccine,No
NGA,Nigeria,AFRO,2010,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2011,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2012,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2013,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2014,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2015,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2016,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2017,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2018,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2019,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2020,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2021,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2022,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2023,"Malaria Vaccine (RTS,S)",No
NGA,Nigeria,AFRO,2024,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2010,Rotavirus vaccine,No
DEU,Germany,EURO,2011,Rotavirus vaccine,No
DEU,Germany,EURO,2012,Rotavirus vaccine,Partial
DEU,Germany,EURO,2013,Rotavirus vaccine,Yes
DEU,Germany,EURO,2014,Rotavirus vaccine,Yes
DEU,Germany,EURO,2015,Rotavirus vaccine,Yes
DEU,Germany,EURO,2016,Rotavirus vaccine,Yes
DEU,Germany,EURO,2017,Rotavirus vaccine,Yes
DEU,Germany,EURO,2018,Rotavirus vaccine,Yes
DEU,Germany,EURO,2019,Rotavirus vaccine,Yes
DEU,Germany,EURO,2020,Rotavirus vaccine,Yes
DEU,Germany,EURO,2021,Rotavirus vaccine,Yes
DEU,Germany,EURO,2022,Rotavirus vaccine,Yes
DEU,Germany,EURO,2023,Rotavirus vaccine,Yes
DEU,Germany,EURO,2024,Rotavirus vaccine,Yes
DEU,Germany,EURO,2010,IPV - Inactivated Polio Vaccine,No
DEU,Germany,EURO,2011,IPV - Inactivated Polio Vaccine,No
DEU,Germany,EURO,2012,IPV - Inactivated Polio Vaccine,No
DEU,Germany,EURO,2013,IPV - Inactivated Polio Vaccine,No
DEU,Germany,EURO,2014,IPV - Inactivated Polio Vaccine,No
DEU,Germany,EURO,2015,IPV - Inactivated Polio Vaccine,Partial
DEU,Germany,EURO,2016,IPV - Inactivated Polio Vaccine,Yes
DEU,Germany,EURO,2017,IPV - Inactivated Polio Vaccine,Yes
DEU,Germany,EURO,2018,IPV - Inactivated Polio Vaccine,Yes
DEU,Germany,EURO,2019,IPV - Inactivated Polio Vaccine,Yes
DEU,Germany,EURO,2020,IPV - Inactivated Polio Vaccine,Yes
DEU,Germany,EURO,2021,IPV - Inactivated Polio Vaccine,Yes
DEU,Germany,EURO,2022,IPV - Inactivated Polio Vaccine,Yes
DEU,Germany,EURO,2023,IPV - Inactivated Polio Vaccine,Yes
DEU,Germany,EURO,2024,IPV - Inactivated Polio Vaccine,Yes
DEU,Germany,EURO,2010,HPV - Human Papillomavirus Vaccine,No
DEU,Germany,EURO,2011,HPV - Human Papillomavirus Vaccine,No
DEU,Germany,EURO,2012,HPV - Human Papillomavirus Vaccine,No
DEU,Germany,EURO,2013,HPV - Human Papillomavirus Vaccine,No
DEU,Germany,EURO,2014,HPV - Human Papillomavirus Vaccine,Partial
DEU,Germany,EURO,2015,HPV - Human Papillomavirus Vaccine,Yes
DEU,Germany,EURO,2016,HPV - Human Papillomavirus Vaccine,Yes
DEU,Germany,EURO,2017,HPV - Human Papillomavirus Vaccine,Yes
