ISO_3_Code,Country_Name,Who_Region,Year,Dimension,Subgroup,Coverage_Pct,Dropout_Rate_Pct,Population_Density_sqkm,Vaccination_Strategy,Seasonal_Peak_Quarter
IND,India,SEARO,2014,Urban_Rural,Urban,72.82,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2014,Urban_Rural,Rural,55.7,35.0,435,Door-to-Door Campaign,Q1
IND,India,SEARO,2014,Education_Level,Primary or Less,56.1,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2014,Education_Level,Secondary,66.45,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2014,Education_Level,Tertiary,75.12,33.9,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2015,Gender,Female,66.91,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2015,Gender,Male,64.29,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2015,Urban_Rural,Urban,72.22,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2015,Urban_Rural,Rural,57.88,35.0,435,Door-to-Door Campaign,Q1
IND,India,SEARO,2015,Education_Level,Primary or Less,55.96,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2015,Education_Level,Secondary,66.74,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2015,Education_Level,Tertiary,77.89,31.46,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2016,Gender,Female,64.96,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2016,Gender,Male,66.04,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2016,Urban_Rural,Urban,70.43,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2016,Urban_Rural,Rural,57.8,35.0,435,Door-to-Door Campaign,Q1
IND,India,SEARO,2016,Education_Level,Primary or Less,56.98,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2016,Education_Level,Secondary,65.18,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2016,Education_Level,Tertiary,77.45,31.84,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2017,Gender,Female,66.33,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2017,Gender,Male,65.13,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2017,Urban_Rural,Urban,72.18,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2017,Urban_Rural,Rural,57.79,35.0,435,Door-to-Door Campaign,Q1
IND,India,SEARO,2017,Education_Level,Primary or Less,54.31,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2017,Education_Level,Secondary,72.01,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2017,Education_Level,Tertiary,77.63,31.69,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2018,Gender,Female,67.16,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2018,Gender,Male,66.24,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2018,Urban_Rural,Urban,74.14,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2018,Urban_Rural,Rural,59.65,35.0,435,Door-to-Door Campaign,Q1
IND,India,SEARO,2018,Education_Level,Primary or Less,55.7,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2018,Education_Level,Secondary,68.25,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2018,Education_Level,Tertiary,80.38,29.27,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2019,Gender,Female,67.7,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2019,Gender,Male,65.5,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2019,Urban_Rural,Urban,74.33,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2019,Urban_Rural,Rural,58.48,35.0,435,Door-to-Door Campaign,Q1
IND,India,SEARO,2019,Education_Level,Primary or Less,56.94,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2019,Education_Level,Secondary,68.42,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2019,Education_Level,Tertiary,77.44,31.86,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2020,Gender,Female,69.87,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2020,Gender,Male,68.46,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2020,Urban_Rural,Urban,74.53,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2020,Urban_Rural,Rural,61.39,35.0,435,Door-to-Door Campaign,Q1
IND,India,SEARO,2020,Education_Level,Primary or Less,57.72,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2020,Education_Level,Secondary,71.6,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2020,Education_Level,Tertiary,77.78,31.55,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2021,Gender,Female,70.67,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2021,Gender,Male,69.14,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2021,Urban_Rural,Urban,79.0,32.85,435,Centralized Health Clinic,Q1
IND,India,SEARO,2021,Urban_Rural,Rural,60.09,35.0,435,Door-to-Door Campaign,Q1
IND,India,SEARO,2021,Education_Level,Primary or Less,63.68,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2021,Education_Level,Secondary,72.84,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2021,Education_Level,Tertiary,83.44,26.57,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2022,Gender,Female,72.11,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2022,Gender,Male,68.66,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2022,Urban_Rural,Urban,77.69,33.96,435,Centralized Health Clinic,Q1
IND,India,SEARO,2022,Urban_Rural,Rural,62.1,35.0,435,Door-to-Door Campaign,Q1
IND,India,SEARO,2022,Education_Level,Primary or Less,60.27,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2022,Education_Level,Secondary,70.64,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2022,Education_Level,Tertiary,80.38,29.26,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2023,Gender,Female,72.8,34.48,435,Centralized Health Clinic,Q1
IND,India,SEARO,2023,Gender,Male,70.74,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2023,Urban_Rural,Urban,78.83,33.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2023,Urban_Rural,Rural,61.92,35.0,435,Door-to-Door Campaign,Q1
IND,India,SEARO,2023,Education_Level,Primary or Less,58.29,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2023,Education_Level,Secondary,74.75,34.22,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2023,Education_Level,Tertiary,83.64,26.4,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2024,Gender,Female,72.81,34.47,435,Centralized Health Clinic,Q1
IND,India,SEARO,2024,Gender,Male,71.42,35.0,435,Centralized Health Clinic,Q1
IND,India,SEARO,2024,Urban_Rural,Urban,79.34,32.56,435,Centralized Health Clinic,Q1
IND,India,SEARO,2024,Urban_Rural,Rural,64.52,35.0,435,Door-to-Door Campaign,Q1
IND,India,SEARO,2024,Education_Level,Primary or Less,62.61,35.0,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2024,Education_Level,Secondary,75.02,33.98,435,Mobile Outreach Unit,Q1
IND,India,SEARO,2024,Education_Level,Tertiary,82.66,27.26,435,Mobile Outreach Unit,Q1
USA,United States,AMRO,2010,Gender,Female,88.45,20.39,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2010,Gender,Male,87.58,21.18,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2010,Urban_Rural,Urban,97.22,17.37,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2010,Urban_Rural,Rural,79.48,32.44,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2010,Education_Level,Primary or Less,77.35,31.93,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2010,Education_Level,Secondary,87.37,23.12,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2010,Education_Level,Tertiary,99.0,12.31,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2011,Gender,Female,88.97,19.93,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2011,Gender,Male,86.5,22.15,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2011,Urban_Rural,Urban,95.12,19.14,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2011,Urban_Rural,Rural,82.99,29.46,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2011,Education_Level,Primary or Less,78.17,31.21,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2011,Education_Level,Secondary,90.31,20.53,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2011,Education_Level,Tertiary,99.0,10.34,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2012,Gender,Female,90.19,18.82,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2012,Gender,Male,87.39,21.35,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2012,Urban_Rural,Urban,96.73,17.78,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2012,Urban_Rural,Rural,83.25,29.24,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2012,Education_Level,Primary or Less,79.1,30.39,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2012,Education_Level,Secondary,91.6,19.4,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2012,Education_Level,Tertiary,98.43,13.38,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2013,Gender,Female,90.03,18.97,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2013,Gender,Male,88.97,19.93,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2013,Urban_Rural,Urban,96.69,17.81,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2013,Urban_Rural,Rural,81.86,30.42,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2013,Education_Level,Primary or Less,79.54,30.0,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2013,Education_Level,Secondary,91.91,19.12,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2013,Education_Level,Tertiary,99.0,12.35,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2014,Gender,Female,91.33,17.8,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2014,Gender,Male,91.16,17.96,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2014,Urban_Rural,Urban,96.58,17.9,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2014,Urban_Rural,Rural,82.22,30.11,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2014,Education_Level,Primary or Less,83.93,26.14,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2014,Education_Level,Secondary,93.14,18.04,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2014,Education_Level,Tertiary,99.0,11.44,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2015,Gender,Female,92.94,16.35,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2015,Gender,Male,90.96,18.14,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2015,Urban_Rural,Urban,97.32,17.28,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2015,Urban_Rural,Rural,83.94,28.65,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2015,Education_Level,Primary or Less,81.06,28.66,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2015,Education_Level,Secondary,94.99,16.41,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2015,Education_Level,Tertiary,99.0,8.9,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2016,Gender,Female,90.86,18.23,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2016,Gender,Male,93.3,16.03,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2016,Urban_Rural,Urban,98.35,16.4,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2016,Urban_Rural,Rural,86.77,26.25,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2016,Education_Level,Primary or Less,83.27,26.72,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2016,Education_Level,Secondary,94.57,16.78,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2016,Education_Level,Tertiary,99.0,9.31,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2017,Gender,Female,96.46,13.19,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2017,Gender,Male,91.83,17.35,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2017,Urban_Rural,Urban,98.59,16.19,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2017,Urban_Rural,Rural,84.7,28.0,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2017,Education_Level,Primary or Less,82.9,27.05,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2017,Education_Level,Secondary,94.9,16.49,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2017,Education_Level,Tertiary,99.0,7.24,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2018,Gender,Female,95.16,14.36,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2018,Gender,Male,93.56,15.8,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2018,Urban_Rural,Urban,99.0,15.15,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2018,Urban_Rural,Rural,86.91,26.12,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2018,Education_Level,Primary or Less,84.77,25.4,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2018,Education_Level,Secondary,95.48,15.98,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2018,Education_Level,Tertiary,99.0,7.58,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2019,Gender,Female,95.88,13.71,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2019,Gender,Male,93.71,15.66,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2019,Urban_Rural,Urban,99.0,14.01,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2019,Urban_Rural,Rural,88.49,24.78,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2019,Education_Level,Primary or Less,84.63,25.53,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2019,Education_Level,Secondary,95.39,16.06,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2019,Education_Level,Tertiary,99.0,9.11,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2020,Gender,Female,95.91,13.68,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2020,Gender,Male,93.87,15.52,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2020,Urban_Rural,Urban,99.0,12.9,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2020,Urban_Rural,Rural,89.39,24.02,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2020,Education_Level,Primary or Less,83.46,26.56,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2020,Education_Level,Secondary,95.67,15.81,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2020,Education_Level,Tertiary,99.0,6.75,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2021,Gender,Female,95.7,13.87,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2021,Gender,Male,94.68,14.79,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2021,Urban_Rural,Urban,99.0,13.68,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2021,Urban_Rural,Rural,86.99,26.06,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2021,Education_Level,Primary or Less,86.94,23.49,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2021,Education_Level,Secondary,97.81,13.92,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2021,Education_Level,Tertiary,99.0,3.69,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2022,Gender,Female,97.56,12.2,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2022,Gender,Male,96.89,12.8,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2022,Urban_Rural,Urban,99.0,13.28,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2022,Urban_Rural,Rural,88.01,25.19,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2022,Education_Level,Primary or Less,89.73,21.04,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2022,Education_Level,Secondary,97.49,14.21,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2022,Education_Level,Tertiary,99.0,6.74,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2023,Gender,Female,96.73,12.94,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2023,Gender,Male,98.22,11.61,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2023,Urban_Rural,Urban,99.0,12.22,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2023,Urban_Rural,Rural,90.08,23.43,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2023,Education_Level,Primary or Less,87.33,23.15,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2023,Education_Level,Secondary,98.01,13.75,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2023,Education_Level,Tertiary,99.0,5.26,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2024,Gender,Female,99.0,10.5,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2024,Gender,Male,95.77,13.8,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2024,Urban_Rural,Urban,99.0,10.66,37,Centralized Health Clinic,Q4
USA,United States,AMRO,2024,Urban_Rural,Rural,92.02,21.78,37,Door-to-Door Campaign,Q4
USA,United States,AMRO,2024,Education_Level,Primary or Less,88.24,22.35,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2024,Education_Level,Secondary,99.0,10.42,37,Mobile Outreach Unit,Q4
USA,United States,AMRO,2024,Education_Level,Tertiary,99.0,6.07,37,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2010,Gender,Female,73.97,33.43,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2010,Gender,Male,74.44,33.0,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2010,Urban_Rural,Urban,80.8,31.32,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2010,Urban_Rural,Rural,68.55,35.0,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2010,Education_Level,Primary or Less,64.53,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2010,Education_Level,Secondary,77.22,32.05,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2010,Education_Level,Tertiary,86.12,24.21,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2011,Gender,Female,76.61,31.05,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2011,Gender,Male,74.36,33.08,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2011,Urban_Rural,Urban,80.56,31.52,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2011,Urban_Rural,Rural,67.94,35.0,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2011,Education_Level,Primary or Less,67.88,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2011,Education_Level,Secondary,76.79,32.43,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2011,Education_Level,Tertiary,85.78,24.51,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2012,Gender,Female,77.36,30.38,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2012,Gender,Male,74.42,33.02,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2012,Urban_Rural,Urban,84.1,28.51,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2012,Urban_Rural,Rural,67.6,35.0,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2012,Education_Level,Primary or Less,65.97,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2012,Education_Level,Secondary,82.21,27.66,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2012,Education_Level,Tertiary,85.69,24.6,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2013,Gender,Female,79.37,28.56,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2013,Gender,Male,76.42,31.22,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2013,Urban_Rural,Urban,83.91,28.67,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2013,Urban_Rural,Rural,68.63,35.0,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2013,Education_Level,Primary or Less,68.3,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2013,Education_Level,Secondary,78.55,30.88,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2013,Education_Level,Tertiary,86.38,23.99,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2014,Gender,Female,80.06,27.95,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2014,Gender,Male,76.61,31.05,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2014,Urban_Rural,Urban,82.07,30.24,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2014,Urban_Rural,Rural,69.98,35.0,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2014,Education_Level,Primary or Less,69.01,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2014,Education_Level,Secondary,80.77,28.92,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2014,Education_Level,Tertiary,87.84,22.7,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2015,Gender,Female,78.32,29.51,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2015,Gender,Male,76.33,31.3,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2015,Urban_Rural,Urban,84.97,27.77,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2015,Urban_Rural,Rural,71.18,35.0,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2015,Education_Level,Primary or Less,69.56,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2015,Education_Level,Secondary,80.28,29.36,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2015,Education_Level,Tertiary,89.23,21.48,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2016,Gender,Female,79.72,28.25,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2016,Gender,Male,78.55,29.3,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2016,Urban_Rural,Urban,85.54,27.29,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2016,Urban_Rural,Rural,72.83,35.0,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2016,Education_Level,Primary or Less,69.67,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2016,Education_Level,Secondary,81.36,28.4,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2016,Education_Level,Tertiary,90.14,20.68,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2017,Gender,Female,79.76,28.22,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2017,Gender,Male,79.1,28.81,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2017,Urban_Rural,Urban,85.62,27.22,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2017,Urban_Rural,Rural,72.82,35.0,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2017,Education_Level,Primary or Less,69.59,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2017,Education_Level,Secondary,84.4,25.73,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2017,Education_Level,Tertiary,89.01,21.67,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2018,Gender,Female,78.3,29.53,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2018,Gender,Male,80.07,27.94,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2018,Urban_Rural,Urban,86.33,26.62,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2018,Urban_Rural,Rural,73.29,35.0,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2018,Education_Level,Primary or Less,68.75,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2018,Education_Level,Secondary,85.46,24.79,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2018,Education_Level,Tertiary,91.02,19.9,25,Mobile Outreach Unit,Q4
